full_audio_path,ref_text_cleaned,pred_text_cleaned,cer,cluster,cluster_characteristics,duration,speed,snr
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0153.wav,请问抽蓄症是否就是抽动症,请问抽徐镇是否就是抽董镇,0.3333,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.76,5.072463768115942,42.3997917175293
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0076.wav,啷个清除衣物上的氯水气味,啷清除衣屋上的安水气味,0.25,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0077.wav,厂家三证是具体哪三证,长家山镇是具体哪山镇,0.5,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0082.wav,现在邮箱哪个最好,现在又想哪个最好,0.25,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0085.wav,早博会引起生命危险没,咋不会引起生命危险吗,0.3,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0095.wav,星际争霸啷个联盟,掀起着茫然的联盟,0.75,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0100.wav,求问俄罗斯和车臣是啥子关系,请问俄罗斯和朝政是啥子关系,0.2308,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0102.wav,人轻言微是啥子意思,人气为是啥子意思,0.3333,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0105.wav,为啥子说春春的第一支单曲是冬的天快乐,为啥子说春春的第一只单却是冬天的快乐,0.2222,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0106.wav,从客运站坐车到锦州要好多时间,从昆一站坐车到荆州要好多时间,0.2143,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0107.wav,亨利四世亨利八世两者究竟是啥子关系,亨你事实亨你八事两者究竟啥子关系,0.3529,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0112.wav,偌顿和瑞星哪个好啊同时安装可以嘛,若敦厚瑞星哪个好同山装可以吗,0.4375,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0113.wav,夏日江城这个电影哪里有下载的哎,下子江说这个电影哪里有下载的,0.2667,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0114.wav,亚米契斯的资料哎请告诉我,杨幂前实的资料哎请告诉我,0.3333,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0117.wav,到医院检查是否有乙型肝炎抗体花费如何,到医院检查是否有一型肝炎抗体要发挥如何,0.2222,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0120.wav,晶体振荡器是啥子原理,晶体增长期是啥子原理,0.3,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0122.wav,联盟哪个种族练牧师最好,联盟哪个种种联慕师最好,0.2727,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0123.wav,夜间照相照片上人物均有红眼啷个去除,一间照相照片上的人物均有红面啷个去出,0.2353,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0125.wav,啷个清除令人讨厌的网页,啷个新出入令人讨厌的网页,0.2727,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0126.wav,网速快慢跟网卡有关系嘛,网速快慢意跟网快有关系吗,0.2727,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0131.wav,电磁场是啥子物质吗,电池厂是啥子物质吗,0.2222,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0135.wav,坐办公室的姐妹啷个才能让不让小腹偏偏,做办公室的姐妹啷个才能让不让家虎翩翩,0.2778,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0139.wav,奇迹世界啥子时候正式运营,奇的时间啥子时候正式运营,0.25,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0140.wav,日出时是凉还是热呢,以厨是你还是俺奶,0.6667,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0142.wav,如何给芦荟扎汁,如何改如何杂子,0.7143,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0143.wav,云里开飞机打一地名,云你开飞机打一地面儿,0.3333,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0145.wav,请问日本犯罪率高吗,请问日本反准率高吗,0.2222,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0147.wav,现在哪个电视台最好,现在哪个电时代最后,0.3333,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0148.wav,啷个下载新概念英语二的录音,哪个晓得新概念一月儿的录音,0.4615,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0151.wav,双绞线和直通线啥子区别,双家线和这通线有啥子质区别,0.3636,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0172.wav,哪里可以找到张立基的全套专辑,哪里可以找到张立基的全投资恩迹,0.2857,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0173.wav,教师节的由来,教师节里有了,0.5,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0178.wav,为啥子小电扇放平了就不会转了,为啥子小点三方评了就不会转了,0.2857,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0183.wav,待这个字怎么组词,带这个词怎么注册,0.5,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0184.wav,人有三急是指哪三急诶,人有三件是指哪三节,0.3,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0197.wav,禽流感是啥子病毒,禽流感是啥子名度,0.25,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0201.wav,刘欢唱歌跑调过嘛,刘欢唱歌跑过调吗,0.375,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0206.wav,眼袋啷个去除,原来啷个去处,0.5,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0207.wav,春风春雨春色年岁景,春风春雨春色连水景,0.2222,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0213.wav,七言律诗的押韵要求有哪些,谢艳律师的押语要求有哪些,0.3333,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0214.wav,请问粘和纸塑的成分是啥子,请问涨合支出的成分是啥子,0.3333,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0215.wav,哪里可以在线看新成长的烦恼,那你可以在线看新市长的烦恼,0.2308,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0217.wav,先秦诸子散文兴盛的原因是啥子有回答我,先请主织散问楼心神的原因是啥子有回答我,0.3889,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0218.wav,为啥子下雨时鱼缺氧,为啥子下雨时遇缺阳,0.2222,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0221.wav,处女座与魔蝎座是最佳搭档吗,处女座与摩羯座是最佳套的吗,0.3077,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0222.wav,人为啥子会晕车怎啷个减轻晕车感除了吃药,人为啥子会因车能够减轻运车间出了事油,0.4737,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0223.wav,糖卡在食道里啷个办,唐卡在石道里啷个办,0.2222,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0227.wav,双子座属鸡的今年运程如何,桑证肉熟体的今年运程如何,0.4167,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0229.wav,头小啷个回事好难看啷个办,头小囊壳色好难看啷个办,0.3333,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G1108\G1108_0231.wav,东莞石碣有学英语会计成考的嘛,东莞世界有线英语会计成考的吗,0.2857,1,低信噪比（<30dB），音频背景噪音大; 语速慢（<2.5字/秒），易导致重复识别; 音频偏短（<3秒），上下文不足; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,0.0,0.0,0.0
