full_audio_path,ref_text_cleaned,pred_text_cleaned,cer,cluster,cluster_characteristics,duration,speed,snr
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0009.wav,三国吴国顾雍是个什么样的人,三国无国雇庸是个什么样的人,0.2308,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.3846875,3.8408272551010985,51.076515197753906
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0201.wav,小鱼烂尾巴怎么办,小鱼烂尾巴办,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,5.11,2.9354207436399213,54.0902099609375
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0204.wav,文言文奇鹰翻译,文言文其应翻译,0.2857,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.13,2.8753993610223643,53.347557067871094
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0209.wav,为什么叫吉烈猪扒,为什么叫纪念猪扒,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,5.35,3.3644859813084116,38.51201629638672
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0213.wav,众数的英文怎么说,棕树的英文怎么说,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.24,3.0660377358490565,54.51283264160156
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0242.wav,如何成为一名律师,如何成为一名女士,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.49,2.8653295128939824,54.63866424560547
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0256.wav,新鬼武者梦之觉醒有密集和调和表,新归舞者梦之觉醒有秘籍和调和表,0.2667,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.5,2.4,50.44540786743164
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0329.wav,大连买房给落户口吗,大连买房给罗户口嘛,0.2222,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,5.38,2.6022304832713754,29.450489044189453
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0347.wav,下那个版本的免费迅雷最好,下哪个版本的免费训列最好,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.86,2.4691358024691357,27.68206787109375
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0358.wav,怎样织围巾的穗啊,怎样子围巾的税啊,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.38,2.0547945205479454,27.1538143157959
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0366.wav,何为凸形坡何谓凹形坡,何为凸心坡何为凹心坡,0.3,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.7,1.702127659574468,26.873254776000977
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0368.wav,是玉米先为难凉粉还是凉粉先为难玉米,是玉米纤维栏凉份儿还是凉份儿纤维难玉米,0.5294,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,7.34,2.1798365122615806,29.847736358642578
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0369.wav,什么是酱缸定力,什么是降岗定理,0.4286,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,5.24,2.480916030534351,37.771305084228516
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0373.wav,汉地适宜种什么农作物,旱地是一种什么农作物,0.3,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,6.53,2.756508422664625,29.939451217651367
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0386.wav,呛司呛司伴奏哪里下载,强势强势伴奏哪里下载,0.4,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.3,3.7209302325581395,33.64543533325195
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0387.wav,如何使肌肤变白深层的变白,如果使肌肤变白深沉地变白,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.21,3.5629453681710213,31.286907196044922
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0389.wav,杭州哪里有买测孕纸,杭州哪里有卖车云子,0.4444,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.68,2.6119402985074625,31.246627807617188
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0411.wav,真的有神啊鬼的吗,曾经有神日而鬼的吗,0.5,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.19,3.4482758620689657,30.17257308959961
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0425.wav,新奥尔良在哪,新二良在辣,0.5,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.41,2.904564315352697,33.408531188964844
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0426.wav,告诉我中了特洛伊木马会怎么样,告诉我从老退若妈妈会样,0.6429,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.44,2.8688524590163933,33.59473419189453
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0434.wav,古人是怎样藏冰的,古人是怎样长兵的,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.57,3.5019455252918292,34.28767013549805
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0439.wav,梦幻密宝能改安全码吗,梦幻密包能感安全吗吗,0.3,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.62,3.4351145038167936,31.422834396362305
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0449.wav,刨芋头手痒怎么办,包芋头收痒怎么办,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.64925,2.642257242615835,33.68392562866211
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0452.wav,胚包括子叶吗,配报考志愿吗,0.8333,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.33,3.4334763948497855,32.32453918457031
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0462.wav,有什么适合中低音的女声歌曲,有什么时候重低影的女生歌去,0.4615,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.98,3.3557046979865772,31.490699768066406
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0463.wav,祖冲之编定的历法叫什么名,朱冲子编境的立法叫什么名,0.3333,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.3291875,4.205230255129817,33.678955078125
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0468.wav,天黑请闭眼游戏怎么玩的啊,天黑去闭眼游戏能玩啊,0.3333,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.92,4.109589041095891,32.5982551574707
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0471.wav,哪种维生素治脚气,哪种维生素值崛起,0.375,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.38,2.9411764705882355,31.757854461669922
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0474.wav,七情六欲中的七情和六欲分别指什么,七秦流宇中的七秦和流域分别指什么,0.375,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.11,3.536977491961415,33.44628143310547
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0479.wav,一个甲子多少年,一个价值多少年,0.2857,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.67,4.632152588555859,35.04517364501953
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0480.wav,猫眼石的英文是什么,冒烟水的英文是什么,0.3333,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.38,3.8461538461538463,29.924522399902344
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0507.wav,为什么我那么平静呢,为什么我平静呢,0.2222,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.89,2.0761245674740483,37.26780319213867
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0513.wav,何处有废甲醇或低度甲醇卖,何处有非家虫或帝都家村卖,0.5833,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.4,1.8181818181818181,32.76503372192383
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0517.wav,何山无石何水无鱼打一个字,生务水和水务员打一个字,0.5833,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.56,1.9662921348314606,29.15062141418457
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0535.wav,冷饮会过期吗,能一会过期吗,0.3333,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.4,2.3529411764705883,41.57870864868164
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0555.wav,牙齿怎么变整齐有不爱塞牙缝,牙齿怎么变蒸齐又不爱晒牙缝,0.2308,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.19,2.1479713603818613,30.485225677490234
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0562.wav,玫琳凯谁用过呀效果怎么样,美凯琳谁用过呀效果怎么样,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,5.2,3.4615384615384612,43.3597412109375
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0571.wav,究竟怎么做,究竟,0.6,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.07,2.9315960912052117,45.84782409667969
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0586.wav,劲舞团怎么下载安装,情舞团怎下载安装,0.2222,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.71,2.2140221402214024,42.99219512939453
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0594.wav,什么是生辰纲,史么是陈春江,0.6667,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.16,3.7974683544303796,48.49934387207031
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0599.wav,胜利石油管理局怎么样呢,城泥石油管理局能样啊,0.4545,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.8,3.2142857142857144,44.70037078857422
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0612.wav,冒险岛哪些任务不值得做,冒险到任务布值得,0.4545,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.53,4.2492917847025495,49.308509826660156
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0615.wav,勾股定理是谁创建的,歌定二是谁于创建,0.5556,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.44,3.278688524590164,51.5483283996582
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0617.wav,泷泽秀明在日本红吗,侬在小命在日本哄吗,0.5556,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.8,2.857142857142857,48.568077087402344
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0621.wav,皮肤总起皮怎么办,皮肤肿期偏能办,0.625,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.87,3.1358885017421603,47.96259307861328
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0627.wav,哪有黄水谣女声独唱,哪有黄水要女生独场,0.3333,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.69,3.345724907063197,45.61058044433594
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0630.wav,变压器离居民楼有多远有何规定,变压器离民居房有多远有何规定,0.2143,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.28,3.658536585365854,48.04664993286133
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0633.wav,什么是水的比热容,沉末是随一点半钟,0.875,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,2.68,2.9850746268656714,45.636985778808594
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0641.wav,城南旧事小说的内容是什么,南城旧史小说的内容是什么,0.25,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,4.0,3.5,53.2371940612793
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0651.wav,和平号哪年发射,和平好哪年发生,0.2857,6,高信噪比（>40dB），音频音质好; 语速适中（2.5-4字/秒），语速不是核心问题; 音频时长适中（3-4秒），时长不是核心问题; CER偏高（>0.25），识别错误率高; 主要错误类型：同音字/近音字错误（如'跟讲明'→'跟江民'）,3.19,3.134796238244514,54.63762664794922
